,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score
452,Montaro RE,"23 Nov, 2018",JCKSLAP,MBDL,"['Casual', 'Indie']",3.5,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Russian', 'Turkish']",0.0,0.0,1.0,1077.0,1039.0,38.0,0.9079258516980193
453,DRAMAtical Murder,"6 Apr, 2021",Nitro+CHiRAL,JAST USA,['Adventure'],73.95,"['English', 'Japanese']",0.0,1.0,1.0,1033.0,996.0,37.0,0.9067403073111509
454,ISLAND,"23 Aug, 2018",Frontwing,Frontwing USA,"['Adventure', 'Casual']",149.95,"['English', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,1134.0,1097.0,37.0,0.9111357453352533
455,Chicken Police - Paint it RED!,"5 Nov, 2020",The Wild Gentlemen,HandyGames,"['Adventure', 'Indie']",73.95,"['English', 'French', 'German', 'Hungarian', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese']",1.0,1.0,1.0,1079.0,1046.0,33.0,0.9120828887019564
456,寄甡  Symbiotic Love,"21 Mar, 2019",白露社,PeriScope Game,"['Adventure', 'Casual', 'Indie', 'Simulation']",25.95,"['English', 'Simplified Chinese']",1.0,1.0,1.0,1001.0,965.0,36.0,0.9060663453523005
457,PLAYNE : The Meditation Game,"1 May, 2020",Krish Shrikumar,Vismaya,"['Casual', 'Indie', 'Simulation']",55.95,['English'],1.0,0.0,1.0,963.0,928.0,35.0,0.9050551275149218
458,My Brother Rabbit,"21 Sep, 2018",Artifex Mundi,Artifex Mundi,"['Adventure', 'Casual', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",1.0,0.0,1.0,1163.0,1127.0,36.0,0.9130348424591808
459,The Ramp,"3 Aug, 2021",Hyperparadise,Hyperparadise,"['Casual', 'Indie', 'Simulation', 'Sports']",21.95,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",0.0,0.0,1.0,894.0,860.0,34.0,0.9022616791418017
460,IronWolf VR,"13 Mar, 2017",Ionized Studios,Ionized Studios,"['Action', 'Indie', 'Simulation', 'Early Access']",73.95,['English'],0.0,0.0,1.0,914.0,879.0,35.0,0.9024293110878313
461,NEKO-NIN exHeart,"21 Apr, 2017",Whirlpool,Sekai Project,"['Action', 'Casual', 'Indie', 'Simulation']",36.95,"['English', 'Japanese', 'Traditional Chinese']",1.0,1.0,1.0,966.0,920.0,46.0,0.8952592171315777
462,The Bard's Tale Trilogy,"14 Aug, 2018",Krome Studios,inXile Entertainment,['RPG'],55.95,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian']",0.0,0.0,1.0,1076.0,1029.0,47.0,0.9005393390122239
463,Paradigm,"5 Apr, 2017",Jacob Janerka,Jacob Janerka,"['Adventure', 'Indie']",55.95,['English'],1.0,0.0,1.0,1341.0,1269.0,72.0,0.8952478736014979
464,Stephen's Sausage Roll,"18 Apr, 2016",increpare games,increpare games,['Indie'],110.95,['English'],0.0,0.0,1.0,1147.0,1093.0,54.0,0.8986096574215879
465,The Confession,"18 May, 2020",Randumb Studios,Randumb Studios,['Simulation'],7.25,['English'],0.0,1.0,1.0,825.0,793.0,32.0,0.9001457347902765
466,Baldr Sky,"20 Dec, 2019",GIGA,Sekai Project,"['Action', 'Adventure', 'RPG']",189.95,"['English', 'Japanese', 'Simplified Chinese']",0.0,1.0,1.0,842.0,812.0,30.0,0.9032618802334255
467,Grim Legends: The Forsaken Bride,"25 Feb, 2014",Artifex Mundi,Artifex Mundi,['Casual'],36.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,1336.0,1288.0,48.0,0.9109190856580844
468,喵可莉的兔玩偶 - Nyakori's Rabbit Doll,"2 Feb, 2020",赤瞳大白猫,赤瞳大白猫,['Indie'],10.95,"['English', 'Simplified Chinese', 'Thai']",1.0,0.0,1.0,791.0,763.0,28.0,0.9023032640197169
469,Atelier Sophie 2: The Alchemist of the Mysterious Dream,"24 Feb, 2022","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",['RPG'],224.95,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",1.0,0.0,1.0,801.0,774.0,27.0,0.9040026853486729
470,Wolf Tails,"4 May, 2018",Razzart Visual,Razzart Visual,"['Casual', 'Indie']",36.95,['English'],1.0,0.0,1.0,776.0,745.0,31.0,0.8980070779575985
471,Spaceflight Simulator,"17 Feb, 2022",Stefo Mai Morojna,Stefo Mai Morojna,"['Indie', 'Simulation', 'Early Access']",43.95,['English'],0.0,0.0,1.0,718.0,688.0,30.0,0.8949600113920068
472,Utawarerumono: Mask of Truth,"23 Jan, 2020",AQUAPLUS,DMM GAMES,"['Adventure', 'RPG', 'Simulation', 'Strategy']",149.95,"['English', 'Japanese', 'Traditional Chinese']",0.0,1.0,1.0,711.0,687.0,24.0,0.9016894274945699
473,I Expect You To Die 2,"24 Aug, 2021",Schell Games,Schell Games,['Adventure'],92.95,['English'],1.0,0.0,1.0,712.0,687.0,25.0,0.900547430852898
474,Grim Legends 2: Song of the Dark Swan,"27 Sep, 2014",Artifex Mundi,Artifex Mundi,"['Adventure', 'Casual']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,1115.0,1076.0,39.0,0.9087836851403969
475,Cyber Hook,"24 Sep, 2020",Blazing Stick,Graffiti Games,"['Action', 'Indie']",55.95,"['English', 'French', 'German', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",1.0,0.0,1.0,1275.0,1214.0,61.0,0.8996356299037813
476,Adventure of a Lifetime,"26 Apr, 2018",MoeNovel,MoeNovel,"['Adventure', 'Casual', 'Simulation']",47.95,"['English', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,680.0,654.0,26.0,0.8969671727306955
477,Cross Princess,"9 Sep, 2020",双叶小组,双叶小组,"['Adventure', 'Casual', 'Indie']",10.95,"['English', 'Simplified Chinese', 'Traditional Chinese']",0.0,1.0,1.0,657.0,637.0,20.0,0.9029823587391073
478,Iron Lung,"9 Mar, 2022",David Szymanski,David Szymanski,"['Adventure', 'Indie', 'Simulation']",21.95,['English'],1.0,0.0,1.0,635.0,614.0,21.0,0.900044510001912
479,TSIOQUE,"7 Nov, 2018",OhNoo Studio,OhNoo Studio,"['Adventure', 'Casual', 'Indie']",51.95,"['English', 'Polish', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'French', 'Italian', 'Japanese', 'Portuguese - Brazil']",1.0,0.0,1.0,1379.0,1322.0,57.0,0.9066303502797424
480,夜永 Eternal Love,"12 Nov, 2020",白露社,PeriScope Game,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",18.5,"['English', 'Simplified Chinese']",0.0,0.0,1.0,647.0,623.0,24.0,0.8969694853413697
481,Fatal Twelve,"30 Mar, 2018",aiueoKompany,Sekai Project,"['Adventure', 'Casual', 'Indie']",73.95,"['English', 'Japanese', 'Traditional Chinese', 'Simplified Chinese']",1.0,0.0,1.0,631.0,604.0,27.0,0.8915937406321417
482,Heart of the Woods,"15 Feb, 2019",Studio Élan,Sekai Project,"['Casual', 'Indie']",55.95,"['English', 'Simplified Chinese']",1.0,1.0,1.0,615.0,595.0,20.0,0.8998690010780459
483,TY the Tasmanian Tiger 2,"12 Dec, 2017",Krome Studios,Krome Studios,"['Action', 'Adventure', 'Indie']",55.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Danish', 'Swedish']",1.0,0.0,1.0,567.0,547.0,20.0,0.8958525066109692
484,Horizon's Gate,"9 Mar, 2020",Rad Codex,Rad Codex,"['Adventure', 'Indie', 'RPG', 'Strategy']",73.95,['English'],0.0,0.0,1.0,547.0,531.0,16.0,0.9002258887427822
485,逝去的回忆3：四叶草之梦,"16 Aug, 2019",神族宝,神族宝,"['Indie', 'RPG']",36.95,"['English', 'Simplified Chinese']",1.0,0.0,1.0,549.0,532.0,17.0,0.8988448866887255
486,The Forest,"30 Apr, 2018",Endnight Games Ltd,Endnight Games Ltd,"['Action', 'Adventure', 'Indie', 'Simulation']",73.95,"['English', 'French', 'German', 'Czech', 'Finnish', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish', 'Italian', 'Spanish - Spain']",0.0,0.0,1.0,354797.0,337526.0,17271.0,0.9416881578021749
487,Valheim,"2 Feb, 2021",Iron Gate AB,Coffee Stain Publishing,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Turkish', 'Dutch', 'Japanese', 'Portuguese - Brazil', 'Polish', 'Ukrainian']",1.0,0.0,1.0,337653.0,322836.0,14817.0,0.946235758091969
488,Dying Light,"26 Jan, 2015",Techland,Techland,"['Action', 'RPG']",129.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese', 'Thai', 'Traditional Chinese', 'Turkish', 'Czech']",1.0,0.0,1.0,320641.0,305023.0,15618.0,0.9413606237372976
489,Divinity: Original Sin 2 - Definitive Edition,"14 Sep, 2017",Larian Studios,Larian Studios,"['Adventure', 'RPG', 'Strategy']",169.95,"['English', 'French', 'German', 'Russian', 'Polish', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Korean', 'Czech', 'Portuguese - Brazil']",1.0,0.0,1.0,142280.0,136660.0,5620.0,0.9475591117022663
490,DOOM,"12 May, 2016",id Software,Bethesda Softworks,['Action'],85.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese']",1.0,0.0,1.0,163294.0,155505.0,7789.0,0.9401061988368904
491,BioShock Infinite,"25 Mar, 2013",Irrational Games,2K,['Action'],110.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Korean', 'Traditional Chinese']",1.0,0.0,1.0,123537.0,117550.0,5987.0,0.9382961630773329
492,Age of Empires II (2013),"9 Apr, 2013",Skybox Labs,Xbox Game Studios,['Strategy'],73.95,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Dutch', 'Portuguese - Brazil']",1.0,0.0,1.0,93447.0,89372.0,4075.0,0.9418362031110432
493,Black Mesa,"6 Mar, 2020",Crowbar Collective,Crowbar Collective,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'German', 'Spanish - Spain', 'Finnish', 'Norwegian', 'French', 'Portuguese', 'Russian', 'Italian', 'Czech', 'Danish', 'Dutch', 'Hungarian', 'Korean', 'Polish', 'Romanian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Arabic', 'Greek', 'Japanese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Vietnamese']",0.0,0.0,1.0,79027.0,75495.0,3532.0,0.9400333992713047
494,FTL: Faster Than Light,"14 Sep, 2012",Subset Games,Subset Games,"['Indie', 'Simulation', 'Strategy']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Japanese']",1.0,0.0,1.0,63462.0,60885.0,2577.0,0.9429310588885778
495,Resident Evil Village,"6 May, 2021","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",['Action'],259.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Arabic', 'Thai']",1.0,1.0,1.0,72222.0,69229.0,2993.0,0.9427535880880716
496,,,,,,,,,,,,,,
497,Saints Row: The Third,"17 Nov, 2011",Volition,Deep Silver,['Action'],36.95,"['English', 'Czech', 'Dutch', 'French', 'German', 'Italian', 'Polish', 'Russian', 'Spanish - Spain']",1.0,1.0,1.0,64750.0,62118.0,2632.0,0.9429901386237274
498,Ori and the Blind Forest,"11 Mar, 2015",Moon Studios GmbH,Xbox Game Studios,['Action'],,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil']",0.0,0.0,1.0,47966.0,45782.0,2184.0,0.9367503904014918
499,The Binding of Isaac,"28 Sep, 2011",Edmund McMillen,Edmund McMillen,"['Action', 'Adventure', 'Indie', 'RPG']",18.5,['English'],1.0,0.0,1.0,53557.0,51134.0,2423.0,0.9376085325775434
500,Noita,"15 Oct, 2020",Nolla Games,Nolla Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Italian', 'Polish']",1.0,0.0,1.0,42518.0,40603.0,1915.0,0.9365681604575313
501,Besiege,"18 Feb, 2020",Spiderling Studios,Spiderling Studios,"['Indie', 'Simulation']",55.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Italian', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Turkish']",0.0,0.0,1.0,43122.0,41230.0,1892.0,0.937763457200218
502,CarX Drift Racing Online,"17 Nov, 2017","CarX Technologies, LLC","CarX Technologies, LLC","['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",55.95,"['English', 'Russian', 'French', 'Italian', 'Korean', 'Japanese', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Simplified Chinese', 'Polish', 'Portuguese']",1.0,0.0,1.0,40267.0,38259.0,2008.0,0.9316355088862608
503,Killing Floor,"14 May, 2009",Tripwire Interactive,Tripwire Interactive,['Action'],73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Hungarian', 'Polish', 'Russian']",1.0,0.0,1.0,63319.0,60133.0,3186.0,0.933558377400315
504,Game Dev Tycoon,"29 Aug, 2013",Greenheart Games 💚,Greenheart Games 💚,"['Casual', 'Indie', 'Simulation', 'Strategy']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Greek', 'Hungarian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Turkish', 'Ukrainian']",0.0,0.0,1.0,38103.0,36351.0,1752.0,0.9350494777937841
505,Left 4 Dead,"17 Nov, 2008",Valve,Valve,['Action'],36.95,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Danish', 'Dutch', 'Finnish', 'Italian', 'Japanese', 'Norwegian', 'Polish', 'Portuguese', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Korean']",0.0,1.0,1.0,40045.0,38490.0,1555.0,0.9421862707987336
506,Outer Wilds,"18 Jun, 2020",Mobius Digital,Annapurna Interactive,"['Action', 'Adventure']",92.95,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Spanish - Spain', 'Turkish']",1.0,0.0,1.0,33579.0,32001.0,1578.0,0.9333447715096831
507,Batman: Arkham City - Game of the Year Edition,"7 Sep, 2012",Rocksteady Studios,Warner Bros. Interactive Entertainment,"['Action', 'Adventure']",73.95,"['English', 'French', 'German', 'Italian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain']",0.0,0.0,1.0,44757.0,42923.0,1834.0,0.9407512981899956
508,The Elder Scrolls IV: Oblivion® Game of the Year Edition,"11 Sep, 2007",Bethesda Game Studios,Bethesda Softworks,['RPG'],64.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",1.0,0.0,1.0,35319.0,33746.0,1573.0,0.9359932192914482
509,,,,,,,,,,,,,,
510,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,"16 Jun, 2009",Bethesda Game Studios®,Bethesda Softworks,[],64.99,['English'],0.0,0.0,1.0,35319.0,33746.0,1573.0,0.9359932192914482
511,SOMA,"21 Sep, 2015",Frictional Games,Frictional Games,"['Action', 'Adventure', 'Indie']",110.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,31113.0,29845.0,1268.0,0.9388500234060846
512,Bastion,"16 Aug, 2011",Supergiant Games,Supergiant Games,"['Action', 'Indie', 'RPG']",55.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese']",1.0,0.0,1.0,34706.0,33188.0,1518.0,0.9366541370544648
513,What Remains of Edith Finch,"24 Apr, 2017",Giant Sparrow,Annapurna Interactive,"['Adventure', 'Indie']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Italian', 'Korean']",1.0,0.0,1.0,25027.0,23901.0,1126.0,0.9334330647106752
514,The Talos Principle,"11 Dec, 2014",Croteam,Devolver Digital,"['Action', 'Adventure', 'Indie']",149.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Czech']",1.0,0.0,1.0,25157.0,24065.0,1092.0,0.9349757013440274
515,Blood and Bacon,"1 Feb, 2016",Big Corporation,Grunge Games LTD,"['Action', 'Adventure', 'Casual']",3.5,['English'],0.0,0.0,1.0,28055.0,26675.0,1380.0,0.930156856295398
516,Rivals of Aether,"28 Mar, 2017",Dan Fornace,Dan Fornace,['Indie'],110.95,"['English', 'Japanese']",1.0,0.0,1.0,23487.0,22360.0,1127.0,0.9301686947677069
517,,,,,,,,,,,,,,
518,The Walking Dead: Season Two,"17 Dec, 2013",Telltale Games,Skybound Games,['Adventure'],63.0,['English'],0.0,0.0,1.0,25549.0,24548.0,1001.0,0.9391046351736521
519,,,,,,,,,,,,,,
520,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,"25 Jun, 2014",Ubisoft Montpellier,Ubisoft,['Adventure'],59.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian']",0.0,0.0,1.0,21283.0,20365.0,918.0,0.9341204128006554
521,Total War: MEDIEVAL II – Definitive Edition,"15 Nov, 2006",CREATIVE ASSEMBLY,SEGA,['Strategy'],103.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Hungarian', 'Polish', 'Russian']",0.0,0.0,1.0,24466.0,23442.0,1024.0,0.9362729426690675
522,Skullgirls 2nd Encore,"22 Aug, 2013",Hidden Variable Studios,Autumn Games,"['Action', 'Indie']",92.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil']",1.0,0.0,1.0,24705.0,23250.0,1455.0,0.9201070979933247
523,S.T.A.L.K.E.R.: Call of Pripyat,"11 Feb, 2010",GSC Game World,GSC Game World,"['Action', 'RPG']",73.95,"['English', 'German', 'French', 'Italian', 'Russian', 'Spanish - Spain', 'Ukrainian', 'Polish']",0.0,0.0,1.0,21722.0,20774.0,948.0,0.9337756126823401
524,Paint the Town Red,"29 Jul, 2021",South East Games,South East Games,"['Action', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian']",1.0,0.0,1.0,17484.0,16629.0,855.0,0.9272693878829422
525,Half-Life 2: Episode One,"1 Jun, 2006",Valve,Valve,['Action'],29.5,"['English', 'French', 'German', 'Italian', 'Korean', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Dutch', 'Danish', 'Finnish', 'Japanese', 'Norwegian', 'Polish', 'Portuguese', 'Swedish', 'Thai']",1.0,0.0,1.0,20371.0,19453.0,918.0,0.9319849253057376
526,Amnesia: The Dark Descent,"8 Sep, 2010",Frictional Games,Frictional Games,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,28923.0,27378.0,1545.0,0.9263087955584838
527,Spiritfarer®: Farewell Edition,"18 Aug, 2020",Thunder Lotus Games,Thunder Lotus Games,"['Adventure', 'Indie', 'Simulation']",110.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",1.0,0.0,1.0,17571.0,16862.0,709.0,0.9354052025350038
528,Marvel's Guardians of the Galaxy,"26 Oct, 2021",Eidos-Montréal,Square Enix,"['Action', 'Adventure']",209.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",1.0,1.0,1.0,20343.0,19375.0,968.0,0.929582724542544
529,Refunct,"16 Oct, 2015",Dominique Grieshofer,Dominique Grieshofer,"['Adventure', 'Casual', 'Indie']",10.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Dutch', 'Finnish', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Turkish', 'Japanese', 'Arabic', 'Bulgarian', 'Czech', 'Greek', 'Hungarian', 'Portuguese', 'Romanian', 'Thai', 'Traditional Chinese', 'Ukrainian', 'Spanish - Latin America']",0.0,0.0,1.0,16302.0,15604.0,698.0,0.9325187221885863
530,Little Nightmares II,"10 Feb, 2021",Tarsier Studios,BANDAI NAMCO Entertainment,['Adventure'],129.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",1.0,0.0,1.0,18370.0,17584.0,786.0,0.9334178010984742
531,ENDER LILIES: Quietus of the Knights,"21 Jun, 2021",Live Wire,Binary Haze Interactive,"['Action', 'Indie', 'RPG']",80.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'Traditional Chinese']",1.0,0.0,1.0,16151.0,15402.0,749.0,0.9290840192957638
532,The Elder Scrolls III: Morrowind® Game of the Year Edition,"29 Apr, 2002",Bethesda Game Studios,Bethesda Softworks,['RPG'],64.99,"['English', 'French', 'German']",1.0,0.0,1.0,19092.0,18190.0,902.0,0.9294638841879967
533,Gorilla Tag,"12 Feb, 2021",Another Axiom,Another Axiom,"['Action', 'Casual', 'Free to Play', 'Early Access']",,['English'],1.0,0.0,0.0,14637.0,13915.0,722.0,0.9255583360651453
534,Universe Sandbox,"24 Aug, 2015",Giant Army,Giant Army,"['Casual', 'Indie', 'Simulation', 'Early Access']",110.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Swedish', 'Thai', 'Turkish', 'Simplified Chinese', 'Traditional Chinese', 'Bulgarian', 'Greek', 'Romanian', 'Ukrainian', 'Vietnamese']",0.0,0.0,1.0,16665.0,15981.0,684.0,0.9343594092429773
535,Leaf Blower Revolution - Idle Game,"4 Dec, 2020",Humble North,Humble North,"['Casual', 'Free to Play', 'Indie']",,['English'],1.0,0.0,1.0,14454.0,13774.0,680.0,0.9276166820599174
536,Trine 2: Complete Story,"6 Jun, 2013",Frozenbyte,Frozenbyte,"['Action', 'Adventure', 'Indie']",18.5,"['English', 'Finnish', 'French', 'German', 'Italian', 'Spanish - Spain', 'Czech', 'Hungarian', 'Korean', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Turkish', 'Polish', 'Traditional Chinese']",1.0,0.0,1.0,20252.0,19371.0,881.0,0.9334276493721309
537,NEKOPARA Vol. 0,"17 Aug, 2015",NEKO WORKs,Sekai Project,"['Casual', 'Indie']",10.95,"['English', 'Japanese', 'Traditional Chinese']",1.0,1.0,1.0,16760.0,15773.0,987.0,0.9175101275214544
538,ISLANDERS,"4 Apr, 2019",GrizzlyGames,GrizzlyGames,"['Casual', 'Indie', 'Strategy']",21.95,"['English', 'German', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Spanish - Latin America', 'Russian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Turkish']",0.0,0.0,1.0,13856.0,13185.0,671.0,0.9259897281313315
539,Call of Juarez: Gunslinger,"22 May, 2013",Techland,Techland Publishing,['Action'],55.95,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Portuguese - Brazil']",0.0,0.0,1.0,26895.0,25561.0,1334.0,0.9295005234802033
540,Dust: An Elysian Tail,"24 May, 2013",Humble Hearts LLC,Xbox Game Studios,"['Action', 'Adventure', 'Indie', 'RPG']",55.95,"['English', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'German']",0.0,0.0,1.0,17368.0,16606.0,762.0,0.9319835204843491
541,Car Mechanic Simulator 2021,"11 Aug, 2021",Red Dot Games,PlayWay S.A.,"['Racing', 'Simulation']",92.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Korean', 'Turkish', 'Czech', 'Romanian', 'Arabic', 'Hungarian']",1.0,0.0,1.0,12242.0,11711.0,531.0,0.9297723677110187
542,Half-Life: Opposing Force,"1 Nov, 1999",Gearbox Software,Valve,['Action'],18.5,"['English', 'French', 'German', 'Korean']",0.0,0.0,1.0,14283.0,13608.0,675.0,0.9273245400786136
543,Antichamber,"31 Jan, 2013",Alexander Bruce,Demruth,"['Adventure', 'Indie']",73.95,['English'],0.0,0.0,1.0,15381.0,14637.0,744.0,0.9268335808816827
544,,,,,,,,,,,,,,
545,Wildermyth,"15 Jun, 2021",Worldwalker Games LLC,Worldwalker Games LLC,"['Indie', 'RPG', 'Strategy']",92.95,"['English', 'Simplified Chinese']",0.0,0.0,1.0,11893.0,11342.0,551.0,0.9267583282108206
546,Griftlands,"1 Jun, 2021",Klei Entertainment,Klei Entertainment,['Indie'],73.95,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain']",0.0,0.0,1.0,11558.0,11002.0,556.0,0.9248566730339677
