,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score
167,第七号列车 - Train No. 7,"13 Aug, 2021",水野的四叶草,Eternal Dream,"['Casual', 'Free to Play', 'Indie', 'RPG']",,"['English', 'Simplified Chinese']",1.0,0.0,1.0,4125.0,4034.0,91.0,0.9389460857728138
168,OPUS: Echo of Starsong,"31 Aug, 2021",SIGONO INC.,SIGONO INC.,"['Adventure', 'Indie']",66.95,"['English', 'Traditional Chinese', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,4392.0,4279.0,113.0,0.9363008821557706
169,Glass Masquerade,"18 Nov, 2016",Onyx Lute,Onyx Lute,"['Casual', 'Indie']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Polish']",1.0,0.0,1.0,5384.0,5236.0,148.0,0.9369305465067019
170,klocki,"13 Jul, 2016",Maciej Targoni,Maciej Targoni,"['Casual', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Traditional Chinese', 'Simplified Chinese', 'Czech', 'Danish', 'Finnish', 'Greek', 'Dutch', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Romanian', 'Swedish', 'Thai', 'Turkish', 'Ukrainian', 'Hungarian']",0.0,0.0,1.0,4435.0,4308.0,127.0,0.9337368795751091
171,Rakuen,"10 May, 2017",Laura Shigihara,Laura Shigihara,"['Adventure', 'Indie', 'RPG']",36.95,"['English', 'Italian', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'German', 'Hungarian', 'Turkish', 'Vietnamese', 'Ukrainian']",1.0,0.0,1.0,4832.0,4680.0,152.0,0.9320937011353875
172,Milk outside a bag of milk outside a bag of milk,"16 Dec, 2021",Nikita Kryukov,Nikita Kryukov,"['Casual', 'Indie']",32.95,"['English', 'Russian', 'Simplified Chinese', 'Turkish', 'Portuguese - Brazil', 'Polish', 'Spanish - Spain', 'Korean']",1.0,0.0,1.0,4006.0,3904.0,102.0,0.9354797898212834
173,Opus Magnum,"7 Dec, 2017",Zachtronics,Zachtronics,"['Indie', 'Simulation']",73.95,"['English', 'French', 'German', 'Japanese', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Korean', 'Turkish', 'Ukrainian', 'Portuguese', 'Czech']",0.0,0.0,1.0,4587.0,4471.0,116.0,0.9371990775732564
174,The Rewinder,"9 Sep, 2021",MistyMountainStudio,Gamera Game,"['Adventure', 'Casual', 'Indie']",55.95,"['English', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,3854.0,3757.0,97.0,0.9352911792538691
175,The Rewinder,"9 Sep, 2021",MistyMountainStudio,Gamera Game,"['Adventure', 'Casual', 'Indie']",55.95,"['English', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,3854.0,3757.0,97.0,0.9352911792538691
176,The Jackbox Party Pack 3,"17 Oct, 2016","Jackbox Games, Inc.","Jackbox Games, Inc.","['Casual', 'Indie', 'Strategy']",92.95,['English'],1.0,0.0,1.0,4561.0,4431.0,130.0,0.9341755673311306
177,Fox Hime Zero,"23 May, 2018",AsicxArt,SakuraGame,"['Adventure', 'Casual', 'Indie', 'RPG']",7.25,"['English', 'Japanese', 'Traditional Chinese', 'Simplified Chinese', 'Russian']",1.0,0.0,1.0,3816.0,3716.0,100.0,0.9342228906450066
178,Dungeon Munchies,"5 Jun, 2019",maJAJa,maJAJa,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",55.95,"['English', 'Traditional Chinese', 'Simplified Chinese']",1.0,0.0,1.0,3735.0,3656.0,79.0,0.9385958708702979
179,Peggle Deluxe,"27 Feb, 2007","PopCap Games, Inc.","PopCap Games, Inc.",['Casual'],18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0.0,0.0,1.0,3976.0,3836.0,140.0,0.9264461475536775
180,Zup! Z,"21 Dec, 2020",Quiet River,Quiet River,"['Casual', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",0.0,0.0,1.0,3363.0,3282.0,81.0,0.9346248864309217
181,Carto,"27 Oct, 2020",Sunhead Games,Humble Games,"['Adventure', 'Casual', 'Indie', 'RPG']",73.95,"['English', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America', 'French', 'German']",1.0,0.0,1.0,4177.0,4059.0,118.0,0.933406551142451
182,Mad Father,"22 Sep, 2016",sen,PLAYISM,"['Adventure', 'Indie']",36.95,"['English', 'Japanese', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Korean']",0.0,1.0,1.0,3364.0,3266.0,98.0,0.9300200055429749
183,Coloring Game 2,"10 Jan, 2020",L. Stotch,L. Stotch,"['Casual', 'Free to Play', 'Indie']",,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",1.0,0.0,1.0,3042.0,2955.0,87.0,0.9292490365696504
184,Hexcells Infinite,"1 Sep, 2014",Matthew Brown,Matthew Brown,"['Casual', 'Indie', 'Strategy']",18.5,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,3457.0,3358.0,99.0,0.9308057619677212
185,Unreal Tournament 2004: Editor's Choice Edition,"16 Mar, 2004","Epic Games, Inc.","Epic Games, Inc.",['Action'],55.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",0.0,0.0,1.0,3347.0,3267.0,80.0,0.934733266966864
186,Unreal Tournament: Game of the Year Edition,"25 Oct, 2000","Epic Games, Inc.","Epic Games, Inc.",['Action'],36.95,['English'],0.0,0.0,1.0,3367.0,3272.0,95.0,0.9308683942540906
187,TIS-100,"20 Jul, 2015",Zachtronics,Zachtronics,"['Indie', 'Simulation']",25.95,['English'],0.0,0.0,1.0,3413.0,3303.0,110.0,0.9273672230886997
188,NEKOPARA Extra,"26 Jul, 2018",NEKO WORKs,Sekai Project,"['Casual', 'Indie']",18.5,"['English', 'Japanese', 'Traditional Chinese']",1.0,1.0,1.0,3104.0,3032.0,72.0,0.934427659916813
189,Day of the Tentacle Remastered,"21 Mar, 2016",Double Fine Productions,Double Fine Productions,['Adventure'],55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0.0,0.0,1.0,3565.0,3463.0,102.0,0.9312033256276299
190,The Pedestrian,"29 Jan, 2020",Skookum Arts,Skookum Arts,"['Adventure', 'Indie']",73.95,['English'],1.0,0.0,1.0,2804.0,2738.0,66.0,0.9328008394835546
191,异化之恶〇Abnormal Treatment,"2 Aug, 2019",Eternal Dream,Eternal Dream,"['Adventure', 'Free to Play', 'Indie', 'RPG']",,"['English', 'Simplified Chinese']",1.0,0.0,1.0,2572.0,2514.0,58.0,0.9325456935588383
192,The Room VR: A Dark Matter,"26 Mar, 2020",Fireproof Games,Fireproof Games,['Adventure'],110.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,2677.0,2613.0,64.0,0.9318523814096749
193,Animal Revolt Battle Simulator,"12 Jun, 2020",VDimension,VDimension,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",55.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,2684.0,2603.0,81.0,0.9261979654543825
194,Primordia,"5 Dec, 2012",Wormwood Studios,Wadjet Eye Games,"['Adventure', 'Indie']",36.95,"['English', 'French', 'German', 'Spanish - Spain', 'Italian']",1.0,0.0,1.0,2826.0,2747.0,79.0,0.9288902978790363
195,Kindergarten 2,"29 Jul, 2019",Con Man Games,SmashGames,"['Adventure', 'Indie']",55.95,['English'],0.0,1.0,1.0,2492.0,2434.0,58.0,0.9314615029323899
196,Hylics,"2 Oct, 2015",Mason Lindroth,Mason Lindroth,"['Indie', 'RPG']",10.95,['English'],0.0,0.0,1.0,2635.0,2577.0,58.0,0.933360311949478
197,Raging Loop,"23 Aug, 2017",KEMCO,KEMCO,"['Adventure', 'Indie']",110.95,"['English', 'Japanese']",0.0,1.0,1.0,2567.0,2491.0,76.0,0.926127392490197
198,Fluffy Store,"14 Aug, 2019",AsicxArt,SakuraGame,"['Adventure', 'Casual', 'Indie', 'RPG']",7.25,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",1.0,1.0,1.0,2483.0,2417.0,66.0,0.9284201905657056
199,BAD END THEATER,"26 Oct, 2021",NomnomNami,NomnomNami,['Simulation'],36.95,"['English', 'French', 'German', 'Korean', 'Russian', 'Spanish - Latin America', 'Portuguese - Brazil', 'Polish', 'Simplified Chinese', 'Swedish', 'Italian', 'Japanese', 'Vietnamese', 'Turkish']",1.0,1.0,1.0,2494.0,2432.0,62.0,0.9300377170565793
200,Alba: A Wildlife Adventure,"11 Dec, 2020",ustwo games,ustwo games,"['Adventure', 'Casual']",62.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Dutch', 'Korean']",0.0,0.0,1.0,2622.0,2560.0,62.0,0.9318120100566853
201,Rusted Warfare - RTS,"14 Jul, 2017",Corroding Games,Corroding Games,"['Indie', 'Strategy']",18.5,['English'],0.0,0.0,1.0,2548.0,2484.0,64.0,0.9300937676086019
202,Sword and Fairy,"14 Apr, 2021",SOFTSTAR ENTERTAINMENT,SOFTSTAR ENTERTAINMENT,['RPG'],18.5,"['English', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,2312.0,2257.0,55.0,0.9299642699462707
203,Mon Bazou,"16 Dec, 2021",Santa Goat,Santa Goat,"['Adventure', 'Racing', 'Simulation', 'Early Access']",51.95,['English'],0.0,0.0,1.0,2282.0,2218.0,64.0,0.9259405260564387
204,Hypnospace Outlaw,"12 Mar, 2019",Tendershoot,No More Robots,['Simulation'],73.95,['English'],1.0,0.0,1.0,2458.0,2406.0,52.0,0.9331910385336295
205,Vampires' Melody,"2 Oct, 2020",AsicxArt,SakuraGame,"['Adventure', 'Casual', 'Indie', 'RPG']",14.5,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",1.0,1.0,1.0,2171.0,2120.0,51.0,0.9293483066596825
206,Spin Rhythm XD,"22 Oct, 2019",Super Spin Digital,Super Spin Digital,"['Action', 'Casual', 'Indie', 'Early Access']",74.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Russian']",1.0,0.0,1.0,2261.0,2193.0,68.0,0.9239811632415313
207,SuchArt: Genius Artist Simulator,"14 Jul, 2021",Voolgi,HypeTrain Digital,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",73.95,"['English', 'French', 'German', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Turkish', 'Polish']",1.0,0.0,1.0,2272.0,2219.0,53.0,0.9301371818528
208,The Legend of Heroes: Trails in the Sky SC,"29 Oct, 2015",Nihon Falcom,XSEED Games,['RPG'],110.95,['English'],0.0,0.0,1.0,2278.0,2231.0,47.0,0.9326065038200861
209,Miracle Snack Shop,"26 Dec, 2018","TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd.","['Casual', 'Indie', 'Simulation']",36.95,"['English', 'Japanese', 'Korean']",1.0,0.0,1.0,2119.0,2065.0,54.0,0.9272094075630675
210,Dream Ending,"22 Jul, 2019",#workshop,NVLMaker,"['Adventure', 'Casual', 'Indie']",14.5,"['English', 'Simplified Chinese', 'Traditional Chinese']",1.0,1.0,1.0,2100.0,2051.0,49.0,0.9290164496851534
211,Neighbours from Hell Compilation,"20 Feb, 2004",JoWooD Vienna,HandyGames,"['Adventure', 'Casual']",58.0,"['English', 'French', 'German', 'Spanish - Spain', 'Hungarian', 'Polish', 'Russian', 'Simplified Chinese', 'Italian']",0.0,0.0,1.0,2579.0,2516.0,63.0,0.9308813106667425
212,planetarian ~the reverie of a little planet~,"29 Nov, 2004",VisualArts/Key,Sekai Project,['Casual'],36.95,"['English', 'Japanese']",0.0,0.0,1.0,1917.0,1868.0,49.0,0.925692587539035
213,TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,"18 Mar, 2019",东方幕华祭制作组,东方幕华祭制作组,['Indie'],47.95,"['English', 'Simplified Chinese', 'Japanese', 'Russian']",1.0,0.0,1.0,1860.0,1821.0,39.0,0.9293646753976657
214,Geometry Arena,"1 Jun, 2021",011 Games,011 Games,"['Action', 'Casual', 'Indie']",21.95,"['English', 'Simplified Chinese']",0.0,0.0,1.0,2017.0,1963.0,54.0,0.9253436528662743
215,The Witch's House MV,"30 Oct, 2018",Fummy,DANGEN Entertainment,"['Adventure', 'Casual', 'Indie', 'RPG']",55.95,"['English', 'Japanese', 'Korean', 'Traditional Chinese', 'French', 'German', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish', 'Spanish - Latin America']",0.0,0.0,1.0,1856.0,1801.0,55.0,0.9215657032422482
216,异常 | Exception,"5 Jul, 2019",Kunpo Games,Kunpo Games,"['Indie', 'Strategy']",14.5,"['English', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,1666.0,1626.0,40.0,0.9249752740387923
217,The Curse of Monkey Island,"31 Oct, 1997",LucasArts,LucasArts,['Adventure'],25.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0.0,0.0,1.0,1610.0,1571.0,39.0,0.9242569808566905
218,AVICII Invector,"10 Dec, 2019",Hello There Games,Wired Productions,"['Casual', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Swedish', 'Danish', 'Turkish']",1.0,0.0,1.0,2285.0,2219.0,66.0,0.9252019739426244
219,Hylics 2,"22 Jun, 2020",Mason Lindroth,Mason Lindroth,['RPG'],55.95,['English'],0.0,0.0,1.0,1468.0,1429.0,39.0,0.9207235853325153
220,The Last Campfire,"7 Oct, 2021",Hello Games,Hello Games,"['Adventure', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",0.0,0.0,1.0,1597.0,1566.0,31.0,0.9284210146694647
221,The Crown of Leaves,"26 Nov, 2018",Lingrimm,The Broken Horn,"['Adventure', 'Casual', 'Indie']",18.5,"['English', 'Russian']",1.0,0.0,1.0,1465.0,1420.0,45.0,0.9170034927050497
222,Angels with Scaly Wings / 鱗羽の天使,"31 Jan, 2017",Radical Phi,Radical Phi,"['Adventure', 'Indie', 'RPG', 'Simulation']",39.95,"['English', 'Japanese', 'Portuguese - Brazil']",1.0,0.0,1.0,1458.0,1420.0,38.0,0.9210625582527785
223,Supraland Six Inches Under,"14 Jan, 2022",Supra Games UG,Supra Games UG,['Adventure'],73.95,"['English', 'French', 'German', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese', 'Japanese', 'Russian', 'Turkish', 'Italian', 'Hungarian', 'Korean', 'Polish', 'Portuguese', 'Spanish - Latin America']",0.0,0.0,1.0,1340.0,1305.0,35.0,0.9196531628842517
224,Later Alligator,"18 Sep, 2019",SmallBü,SmallBü,['Indie'],66.95,['English'],0.0,0.0,1.0,1393.0,1353.0,40.0,0.9179802103247581
225,Misao: Definitive Edition,"25 Oct, 2017",sen,PLAYISM,"['Adventure', 'Casual', 'Indie']",18.5,"['English', 'Japanese']",0.0,0.0,1.0,1300.0,1261.0,39.0,0.9157241070958383
226,Roman's Christmas / 罗曼圣诞探案集,"19 Feb, 2020",apoto5,Milk Bottle Studio,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",40.95,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",1.0,1.0,1.0,1291.0,1256.0,35.0,0.9181654535638002
227,Majotori,"28 Mar, 2017",Majorariatto,Majorariatto,"['Adventure', 'Casual', 'Indie']",21.95,"['English', 'Spanish - Spain']",1.0,1.0,1.0,1298.0,1261.0,37.0,0.9170208938283577
228,Knights College,"15 Jan, 2021",KAIJYU-09,KAIJYU-09,"['Adventure', 'Casual', 'Simulation']",92.95,"['English', 'Japanese', 'Traditional Chinese', 'Spanish - Spain', 'Simplified Chinese']",0.0,1.0,1.0,1216.0,1185.0,31.0,0.9185981576883306
229,COMPOUND,"15 May, 2018",Bevan McKechnie,Bevan McKechnie,"['Action', 'Indie', 'Early Access']",73.95,['English'],0.0,0.0,1.0,1095.0,1071.0,24.0,0.91994843237562
230,A Summer's End - Hong Kong 1986,"23 Apr, 2020",Oracle and Bone,Oracle and Bone,"['Casual', 'Indie']",55.95,"['English', 'Simplified Chinese', 'Traditional Chinese']",1.0,1.0,1.0,1137.0,1104.0,33.0,0.9143512137184034
231,House,"30 Oct, 2020",Bark Bark Games,Bark Bark Games,"['Action', 'Adventure', 'Indie']",36.95,"['English', 'Simplified Chinese']",0.0,1.0,1.0,1104.0,1079.0,25.0,0.9194524533747696
232,Heartbound,"24 Dec, 2018",Pirate Software,Pirate Software,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",32.54,"['English', 'Portuguese - Brazil', 'French', 'Russian', 'Spanish - Latin America', 'Japanese']",1.0,0.0,1.0,1318.0,1285.0,33.0,0.9203395546354449
233,Battle Chef Brigade Deluxe,"20 Nov, 2017",Trinket Studios,Adult Swim Games,"['Action', 'Adventure', 'Indie', 'RPG']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese']",1.0,0.0,1.0,1987.0,1924.0,63.0,0.9206950843561829
234,坏小孩,"14 Jul, 2021",WildMonkey,WildMonkey,"['Adventure', 'Indie']",10.95,"['English', 'Simplified Chinese']",0.0,0.0,1.0,1069.0,1044.0,25.0,0.9182380925340344
235,Feeding Frenzy 2 Deluxe,"30 Aug, 2006","PopCap Games, Inc.","PopCap Games, Inc.",['Casual'],18.5,['English'],0.0,0.0,1.0,1156.0,1117.0,39.0,0.9104833362507883
236,Incredibox,"16 Aug, 2009",So Far So Good,So Far So Good,"['Casual', 'Indie']",21.95,"['English', 'French', 'Italian', 'German', 'Arabic', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Spanish - Latin America', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Thai', 'Turkish', 'Vietnamese']",1.0,0.0,1.0,1031.0,1005.0,26.0,0.9159941227532281
237,東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,"16 Aug, 2018",東方幕華祭制作组,東方幕華祭制作组,"['Action', 'Adventure', 'Casual', 'Indie']",32.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Russian']",1.0,0.0,1.0,1063.0,1034.0,29.0,0.9147221149592564
238,No Time,"14 Apr, 2019",Lost in Days Studio,Lost in Days Studio,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",40.95,"['English', 'German']",0.0,0.0,1.0,983.0,956.0,27.0,0.9131789381475024
239,The Chrono Jotter,"25 Aug, 2021",Orca Layout,2P Games,"['Adventure', 'Indie']",39.0,"['English', 'Simplified Chinese']",1.0,1.0,1.0,1002.0,976.0,26.0,0.9148488189265866
240,Vault of the Void,"20 Nov, 2020",Spider Nest Games,Spider Nest Games,"['Indie', 'Strategy', 'Early Access']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']",0.0,0.0,1.0,939.0,916.0,23.0,0.914950132571413
241,Touhou Kikeijuu ~ Wily Beast and Weakest Creature.,"12 Aug, 2019",上海アリス幻樂団,"Mediascape Co., Ltd.","['Action', 'Indie']",55.95,"['English', 'Japanese']",0.0,0.0,1.0,884.0,863.0,21.0,0.9144837432751964
242,RetroMaze,"21 May, 2018",Durven Studios,Durven Studios,"['Casual', 'Indie']",3.5,['English'],0.0,0.0,1.0,881.0,860.0,21.0,0.9143501888202004
243,The Adventure of NAYU,"19 Jan, 2021",ambai,ambai,"['Casual', 'Indie']",10.95,"['English', 'Japanese', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese - Brazil', 'Korean']",1.0,0.0,1.0,845.0,822.0,23.0,0.9106321163297563
244,Enigmatis 2: The Mists of Ravenwood,"25 Sep, 2013",Artifex Mundi,Artifex Mundi,"['Adventure', 'Casual']",36.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,1283.0,1246.0,37.0,0.9165354748375604
245,Pictopix,"5 Jan, 2017",Tomlab Games,Tomlab Games,"['Casual', 'Indie', 'Strategy']",25.95,"['English', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Czech', 'Hungarian', 'Russian', 'Turkish', 'Japanese', 'Dutch', 'Portuguese - Brazil', 'Swedish', 'German']",0.0,0.0,1.0,834.0,809.0,25.0,0.9079935568718959
246,Tree Simulator 2022,"16 Apr, 2021",Revmatek,Revmatek,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",10.95,['English'],0.0,0.0,1.0,923.0,897.0,26.0,0.9114319178492456
247,Warsim: The Realm of Aslona,"28 Jun, 2017",Huw Millward,Huw Millward,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",29.5,['English'],0.0,0.0,1.0,816.0,795.0,21.0,0.9112626657199198
248,Higurashi When They Cry Hou - Ch.2 Watanagashi,"13 Nov, 2015",07th Expansion,MangaGamer,['Adventure'],29.5,"['English', 'Japanese']",0.0,0.0,1.0,841.0,816.0,25.0,0.9083659070449785
249,Lily's Well,"3 Jan, 2022",PureIceBlue,PureIceBlue,"['Adventure', 'Free to Play', 'Indie']",,['English'],1.0,1.0,1.0,691.0,674.0,17.0,0.9090083511415721
250,Short Stories Collection of Class Tangerine,"13 Sep, 2017",橘子班,NVLMaker,"['Adventure', 'Casual', 'Indie', 'Simulation']",29.5,"['English', 'Simplified Chinese']",0.0,0.0,1.0,793.0,772.0,21.0,0.9100723501681715
251,Chicken Invaders 5,"13 Mar, 2015",InterAction studios,InterAction studios,"['Action', 'Casual', 'Indie']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian']",1.0,0.0,1.0,809.0,785.0,24.0,0.9076918475314262
252,Hello Charlotte EP2: Requiem Aeternam Deo,"8 Oct, 2016",etherane,etherane,"['Adventure', 'Indie', 'RPG']",10.95,"['English', 'Russian', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Polish', 'Portuguese - Brazil', 'French']",0.0,1.0,1.0,740.0,720.0,20.0,0.9082684020036642
253,Scalak,"22 May, 2018",Hamster On Coke Games,Hamster On Coke Games,"['Casual', 'Indie']",7.25,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Traditional Chinese', 'Simplified Chinese', 'Czech', 'Danish', 'Finnish', 'Greek', 'Dutch', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Romanian', 'Swedish', 'Thai', 'Turkish', 'Ukrainian', 'Hungarian']",0.0,0.0,1.0,756.0,739.0,17.0,0.91260627985674
254,Draw Puzzle 画之谜,"4 Aug, 2017",Hen Wen Studio,indienova,"['Casual', 'Indie']",18.5,"['English', 'Simplified Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Ukrainian', 'Russian', 'Greek', 'Japanese', 'Dutch', 'Portuguese', 'Portuguese - Brazil', 'Korean', 'Turkish']",0.0,0.0,1.0,776.0,761.0,15.0,0.9158449301909921
255,Kinkoi: Golden Loveriche,"11 Jun, 2021",Saga Planets,NekoNyan Ltd.,"['Casual', 'Simulation']",131.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1.0,1.0,1.0,939.0,918.0,21.0,0.9168088117766601
256,STEINS;GATE: My Darling's Embrace,"10 Dec, 2019",MAGES. Inc.,"Spike Chunsoft Co., Ltd.",['Adventure'],110.95,"['English', 'Japanese']",0.0,0.0,1.0,676.0,662.0,14.0,0.9119137863830362
257,Toree 3D,"9 Apr, 2021",Siactro,Siactro,"['Action', 'Adventure', 'Indie']",3.5,['English'],0.0,0.0,1.0,700.0,680.0,20.0,0.9058488726918719
258,Boomerang Fu,"13 Aug, 2020",Cranky Watermelon,Cranky Watermelon,"['Action', 'Casual', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Korean', 'Spanish - Latin America', 'Japanese', 'Simplified Chinese', 'Polish', 'Portuguese - Brazil', 'Turkish', 'Dutch', 'Spanish - Spain', 'Traditional Chinese', 'Portuguese', 'Russian']",1.0,0.0,1.0,1117.0,1072.0,45.0,0.9041467868419002
259,Blackwell Epiphany,"24 Apr, 2014",Wadjet Eye Games,Wadjet Eye Games,"['Adventure', 'Indie']",36.95,['English'],0.0,0.0,1.0,715.0,700.0,15.0,0.9128084647877265
260,Frog Detective 2: The Case of the Invisible Wizard,"9 Dec, 2019",Grace Bruxner,worm club,"['Adventure', 'Casual', 'Indie']",18.5,['English'],1.0,0.0,1.0,1041.0,993.0,48.0,0.8978525221600246
261,Ding Dong XL,"15 Jun, 2018",Adamvision Studios,Adamvision Studios,"['Action', 'Casual', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil']",0.0,0.0,1.0,618.0,601.0,17.0,0.9042561934775613
262,Kaze and the Wild Masks,"26 Mar, 2021",PixelHive,SOEDESCO,"['Action', 'Adventure', 'Casual', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Thai', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Spanish - Latin America', 'Swedish', 'Turkish', 'Ukrainian', 'Vietnamese']",1.0,0.0,1.0,592.0,579.0,13.0,0.9081059419476761
263,"Peace, Death! 2","7 Oct, 2021",AZAMATIKA,AZAMATIKA,"['Casual', 'Indie']",14.5,"['English', 'Russian']",1.0,0.0,1.0,567.0,554.0,13.0,0.9063685124791923
